"department = sweing";"department = finishing_finishing ";"team";"targeted_productivity";"smv";"over_time";"idle_men";"no_of_style_change";"work_cond_f2";"actual_productivity"
1;0;3;0.8;22.52;6840.0;0.0;1.0;35.75237355589731;0.536901754
0;1;1;0.8;3.94;1200.0;0.0;0.0;48.46423298666114;0.99485
1;0;8;0.8;25.9;7470.0;0.0;0.0;55.213921187318704;0.800436542
1;0;11;0.75;11.41;3480.0;0.0;2.0;38.00455680403877;0.672140805
0;1;9;0.8;3.94;960.0;0.0;0.0;42.910203934984594;0.9316458329999999
1;0;9;0.75;18.79;6240.0;0.0;0.0;42.37378748418744;0.750395513
1;0;14;0.75;26.82;6960.0;0.0;0.0;55.788723909170834;0.2125176725
1;0;14;0.8;28.08;10350.0;0.0;0.0;38.035996428273464;0.2001486165
1;0;12;0.75;15.26;1440.0;0.0;0.0;75.62859191430601;0.750450658
0;1;12;0.8;4.6;1080.0;0.0;0.0;48.24103214700732;0.92
0;1;12;0.8;4.08;1080.0;0.0;0.0;34.686191681948024;0.687555556
0;1;1;0.7;3.94;1440.0;0.0;0.0;38.84810569058214;0.970075758
0;1;2;0.75;3.94;1800.0;0.0;0.0;67.15767449453477;0.9103787879999999
0;1;14;0.75;3.94;1800.0;0.0;0.0;45.01048138233005;0.24296666675
0;1;5;0.6;2.9;960.0;0.0;0.0;59.42004491136046;0.759270833
1;0;14;0.7;22.94;10620.0;0.0;0.0;18.742599133072368;0.20007569774999998
0;1;8;0.65;4.15;960.0;0.0;0.0;61.99197911848401;0.553333333
0;1;7;0.7;5.13;960.0;0.0;0.0;28.93792616561485;0.283958333
0;1;3;0.75;4.15;1800.0;0.0;0.0;44.22675847384011;0.899166667
0;1;9;0.75;2.9;1200.0;0.0;0.0;54.82158663941776;0.8004
1;0;7;0.8;30.1;7080.0;0.0;2.0;66.42486655942784;0.8001158190000001
0;1;4;0.8;3.94;3600.0;0.0;0.0;49.28363048826773;0.9256439390000001
0;1;1;0.65;3.94;2400.0;0.0;0.0;44.53373111108763;0.505128205
1;0;2;0.5;30.33;6720.0;0.0;1.0;45.633996738002125;0.361071429
1;0;10;0.7;21.82;5040.0;0.0;0.0;28.16032348580242;0.699984417
0;1;8;0.8;2.9;1440.0;0.0;0.0;64.8050225177469;0.725
1;0;6;0.8;25.9;1920.0;0.0;0.0;52.49647620089417;0.8003819440000001
1;0;8;0.8;25.9;10170.0;0.0;0.0;46.892345964685866;0.800128721
1;0;11;0.8;11.41;0.0;0.0;0.0;71.58404350250099;0.8007017540000001
1;0;9;0.8;26.16;10620.0;0.0;0.0;57.00206481528144;0.8001171029999999
0;1;2;0.5;3.9;960.0;0.0;0.0;52.47143613723252;0.5403125
1;0;9;0.8;26.16;3660.0;0.0;0.0;57.58073822212785;0.8000150090000001
1;0;14;0.8;22.52;6900.0;0.0;0.0;12.38631340160854;0.10803072475
1;0;11;0.8;11.41;3420.0;0.0;0.0;31.45777823428145;0.800034503
1;0;5;0.7;21.98;9720.0;0.0;0.0;31.357349187156963;0.7004808309999999
0;1;3;0.75;4.15;2700.0;0.0;0.0;41.21497582591336;0.83
0;1;14;0.7;3.9;1200.0;0.0;0.0;50.20310962810261;0.2322125
1;0;8;0.7;24.26;6840.0;37.0;0.0;61.39909739156302;0.36531871299999996
1;0;4;0.75;30.1;7020.0;0.0;1.0;33.053273242520234;0.750356125
1;0;2;0.7;30.33;2160.0;0.0;1.0;38.546740034171854;0.700623
1;0;12;0.8;15.26;4080.0;0.0;0.0;57.591880414432126;0.8004019609999999
0;1;10;0.75;3.94;1440.0;0.0;0.0;47.08762769386098;0.805909091
1;0;5;0.6;21.98;6960.0;0.0;0.0;48.3684509178992;0.6000287360000001
0;1;7;0.8;2.9;1440.0;0.0;0.0;60.18042141117107;0.661837121
1;0;5;0.7;27.48;6960.0;0.0;1.0;33.031923039835235;0.408960345
1;0;12;0.8;15.26;4080.0;0.0;0.0;45.841115336346874;0.8004019609999999
1;0;8;0.7;29.12;6840.0;0.0;0.0;40.08632621703339;0.700135088
1;0;5;0.75;30.1;7080.0;0.0;0.0;82.15287055872318;0.750799435
0;1;13;0.8;4.6;1080.0;0.0;0.0;31.50766906378867;0.999999
1;0;1;0.7;26.82;8160.0;0.0;0.0;26.22783459539662;0.850045
1;0;6;0.75;18.79;3360.0;0.0;0.0;44.75226195658833;0.75065101
0;1;5;0.65;4.15;2700.0;0.0;0.0;47.17963608697244;0.98719697
1;0;13;0.8;15.26;4080.0;0.0;0.0;53.93587158384896;0.999999
1;0;1;0.75;22.94;6960.0;0.0;0.0;68.4798352236934;0.800263218
1;0;13;0.6;15.26;6960.0;0.0;0.0;62.88690680984182;0.999999
0;1;7;0.7;3.94;2160.0;0.0;0.0;44.8834091494125;0.892194444
1;0;1;0.8;26.16;10620.0;0.0;0.0;54.99740136327752;0.850502311
0;1;14;0.8;3.94;1440.0;0.0;0.0;52.17272861837357;0.22013257575
0;1;10;0.7;2.9;960.0;0.0;0.0;57.94205202530718;0.441041667
1;0;10;0.8;22.52;6720.0;0.0;0.0;45.88504310005706;0.999995238
1;0;5;0.65;26.82;7080.0;0.0;1.0;59.83300459126937;0.6500440679999999
1;0;14;0.65;22.94;10260.0;0.0;0.0;37.970576009086145;0.17500744275
0;1;14;0.75;3.94;0.0;0.0;0.0;51.75109284440143;0.19864166675
1;0;12;0.75;15.26;6120.0;0.0;0.0;48.66636120895041;0.750079323
0;1;8;0.8;2.9;1440.0;0.0;0.0;42.176578131206384;0.681060606
1;0;14;0.75;22.94;6960.0;0.0;0.0;39.83410652092128;0.21259051725000003
1;0;9;0.7;18.79;6120.0;0.0;1.0;69.2117149016726;0.638614379
0;1;2;0.8;3.94;1440.0;0.0;0.0;52.509058623998925;0.805909091
0;1;6;0.8;2.9;4320.0;0.0;0.0;23.981922361614593;0.785864198
1;0;7;0.8;25.9;6780.0;0.0;0.0;43.54880640529134;0.8006843659999999
1;0;6;0.8;11.61;5670.0;0.0;0.0;65.03176653555823;0.8002467529999999
1;0;6;0.75;18.79;4080.0;0.0;0.0;54.68217959848029;0.612517157
0;1;14;0.8;3.94;960.0;0.0;0.0;75.37487929403783;0.22880729175
1;0;4;0.75;26.82;6840.0;0.0;0.0;40.39868966867394;0.850084211
1;0;11;0.75;19.31;6480.0;0.0;0.0;49.106207460359784;0.7503484570000001
0;1;14;0.5;3.9;960.0;0.0;0.0;52.47143613723252;0.135078125
1;0;6;0.7;18.79;3960.0;0.0;0.0;60.401923337302655;0.700354545
0;1;8;0.75;4.6;3360.0;0.0;0.0;28.40312981935535;0.702777778
0;1;8;0.65;4.15;960.0;0.0;0.0;55.699587239399314;0.877552083
0;1;14;0.8;3.94;1440.0;0.0;0.0;60.584174906890105;0.2182670455
0;1;10;0.7;3.94;4320.0;0.0;0.0;57.258252798537505;0.759228395
1;0;6;0.8;11.41;5490.0;0.0;0.0;35.96320349421995;0.8003437659999999
0;1;3;0.8;4.15;1440.0;0.0;0.0;46.63969856531931;0.8208333329999999
0;1;11;0.8;4.15;1440.0;0.0;0.0;24.20126003265037;0.640577652
1;0;13;0.8;11.61;7200.0;0.0;0.0;62.70940618799077;0.999999
0;1;7;0.7;3.94;1200.0;0.0;0.0;45.251144200720965;0.8471
1;0;4;0.8;28.08;10440.0;0.0;0.0;59.89545013912728;0.8010282129999999
1;0;9;0.7;18.79;4560.0;0.0;1.0;46.05407541348535;0.70009573
0;1;1;0.7;3.94;960.0;0.0;0.0;25.1446071574225;0.664875
1;0;1;0.7;22.94;12180.0;0.0;0.0;55.13595416151473;0.750162367
1;0;1;0.8;26.16;10620.0;0.0;0.0;51.407769803885394;0.8001171029999999
1;0;3;0.7;22.52;10260.0;0.0;0.0;52.762406821424904;0.750068049
1;0;3;0.8;29.4;6840.0;0.0;1.0;59.83924505228208;0.800578947
1;0;6;0.8;30.4;3840.0;0.0;0.0;64.26035183315942;0.622828125
1;0;12;0.8;15.26;4080.0;0.0;0.0;72.38474276016288;0.8004019609999999
1;0;2;0.7;22.94;10500.0;0.0;0.0;48.40908648729668;0.800415742
0;1;1;0.8;3.94;1440.0;0.0;0.0;69.36427588652771;0.618361111
1;0;4;0.75;22.52;10260.0;0.0;0.0;21.61167384785021;0.9003211059999999
0;1;6;0.75;2.9;960.0;0.0;0.0;51.41220355443665;0.610208333
1;0;5;0.7;20.4;10260.0;0.0;0.0;61.38992409289536;0.7000637959999999
0;1;3;0.8;4.15;1800.0;0.0;0.0;43.134138271140856;0.905454545
1;0;4;0.8;30.1;480.0;0.0;1.0;46.91247509074159;0.800980392
1;0;10;0.75;19.31;6480.0;0.0;0.0;64.0732456927679;0.787299691
0;1;10;0.75;3.94;8400.0;0.0;0.0;19.082243507204076;0.9407010579999999
1;0;14;0.8;28.08;6300.0;0.0;0.0;47.57493525909692;0.2001813285
1;0;4;0.8;28.08;10350.0;0.0;0.0;62.47886731148856;0.800594466
1;0;13;0.8;11.61;5670.0;0.0;0.0;58.744315084013074;0.999999
0;1;14;0.8;3.94;1440.0;0.0;0.0;48.550999609696824;0.16621875
1;0;4;0.7;26.66;6960.0;0.0;0.0;73.57949928669223;0.750770115
0;1;5;0.7;4.15;2400.0;0.0;0.0;68.2486015964902;0.758173077
0;1;11;0.5;2.9;960.0;0.0;0.0;45.74513471907107;0.259375
1;0;1;0.65;22.53;5040.0;0.0;1.0;47.267760379913064;0.581130952
0;1;3;0.8;4.6;6300.0;0.0;0.0;43.65781952219273;0.902962963
1;0;7;0.65;30.1;7080.0;0.0;1.0;53.64388738393897;0.5356779660000001
1;0;2;0.7;16.1;5520.0;0.0;1.0;58.240803758125054;0.700516224
1;0;8;0.6;15.09;360.0;0.0;0.0;44.829270268119;0.600143365
0;1;12;0.8;4.08;1080.0;0.0;0.0;56.39155164259864;0.8008888890000001
1;0;7;0.7;24.26;6720.0;0.0;0.0;70.74229403657671;0.411553571
1;0;8;0.6;30.48;6720.0;0.0;1.0;51.0849527053529;0.600528571
1;0;7;0.8;30.1;6960.0;15.0;0.0;57.66979695398767;0.579511494
0;1;14;0.65;3.94;3360.0;0.0;0.0;64.61837691247679;0.134479861
1;0;8;0.65;30.1;7080.0;0.0;1.0;47.78958476271041;0.463403955
1;0;6;0.7;18.79;3360.0;0.0;0.0;16.638345179673713;0.700710417
1;0;4;0.8;22.52;5940.0;0.0;0.0;41.709627250011614;0.800393224
1;0;12;0.6;15.26;6960.0;0.0;0.0;62.88690680984182;0.600436426
0;1;2;0.8;5.13;1800.0;0.0;0.0;52.61243653460894;0.5814
1;0;10;0.75;28.08;10530.0;0.0;0.0;51.06417252719507;0.8
0;1;7;0.8;2.9;1440.0;0.0;0.0;37.71019066652329;0.804640152
1;0;3;0.8;22.52;0.0;0.0;0.0;38.7953170886628;0.90047076
1;0;10;0.7;22.52;10080.0;0.0;0.0;37.60853033665549;0.7000941559999999
0;1;4;0.7;3.94;960.0;0.0;0.0;37.41239391837556;0.806058333
1;0;5;0.7;27.48;6960.0;0.0;0.0;60.18759558146862;0.7004241379999999
0;1;14;0.8;3.94;1440.0;0.0;0.0;69.36427588652771;0.15459027775
1;0;5;0.7;20.4;10440.0;0.0;0.0;63.581676266271714;0.7002507840000001
0;1;14;0.75;3.94;1200.0;0.0;0.0;56.71093485052797;0.1945375
1;0;9;0.7;18.79;3000.0;0.0;1.0;42.15959617233726;0.700256795
1;0;6;0.8;18.79;3480.0;0.0;0.0;19.703288839095006;0.800947475
0;1;7;0.7;4.15;1800.0;0.0;0.0;45.42212984614771;0.258
1;0;1;0.65;26.66;6840.0;0.0;0.0;55.89355501702857;0.800579532
1;0;13;0.8;11.61;4710.0;0.0;0.0;59.29427508983834;0.999999
1;0;3;0.8;22.52;6720.0;0.0;0.0;46.924367212434156;0.900129762
0;1;4;0.75;4.3;9000.0;0.0;0.0;22.355177914029802;0.670216049
1;0;5;0.65;30.1;5820.0;10.0;0.0;30.59330638689626;0.6508348079999999
0;1;6;0.8;2.9;1440.0;0.0;0.0;55.75429261754172;0.8174242420000001
0;1;1;0.75;3.94;960.0;0.0;0.0;52.999654989750255;0.8865
0;1;10;0.7;2.9;1200.0;0.0;0.0;47.02730196338838;0.845833333
0;1;5;0.6;3.94;0.0;0.0;0.0;43.12221007892812;0.8643425929999999
1;0;14;0.8;28.08;10350.0;0.0;0.0;37.54904842277641;0.2001486165
1;0;11;0.7;14.89;10260.0;0.0;0.0;55.42922175251399;0.700170388
1;0;3;0.8;19.87;9900.0;0.0;0.0;33.90065151562261;0.8002738290000001
1;0;14;0.8;26.16;8220.0;0.0;0.0;48.63451887853637;0.21263054175
0;1;1;0.8;3.94;1440.0;0.0;0.0;40.32884530857782;0.951420455
1;0;2;0.8;22.52;360.0;0.0;0.0;52.75374915833045;0.900477825
0;1;11;0.8;4.15;1440.0;0.0;0.0;69.7235325194871;0.601278409
1;0;6;0.8;11.41;5490.0;0.0;0.0;55.366945760010026;0.8003437659999999
0;1;14;0.8;3.94;1440.0;0.0;0.0;69.44491198586067;0.20334280300000002
1;0;1;0.5;22.94;10170.0;0.0;0.0;48.00173795044582;0.549969429
1;0;11;0.5;14.89;9900.0;0.0;0.0;54.23381111018365;0.500025069
0;1;14;0.8;3.94;1440.0;0.0;0.0;67.22891295720675;0.21341666675
0;1;13;0.8;4.08;1080.0;0.0;0.0;41.492957431346085;0.999999
1;0;14;0.8;26.16;10620.0;0.0;0.0;79.20818917116405;0.21262557775
0;1;14;0.8;3.94;1440.0;0.0;0.0;57.027410790977015;0.22106534100000003
1;0;3;0.8;29.4;1800.0;0.0;0.0;39.5966529582937;0.800534979
0;1;14;0.8;5.13;960.0;0.0;0.0;39.42143075108446;0.0921796875
0;1;3;0.75;4.15;1560.0;0.0;0.0;50.63728933830512;0.9913888890000001
1;0;8;0.8;25.9;10170.0;0.0;0.0;69.93016519039065;0.850136766
0;1;1;0.8;3.94;1440.0;0.0;0.0;57.027410790977015;0.8842613640000001
0;1;7;0.7;5.13;960.0;0.0;0.0;54.521492801167035;0.35645833299999996
0;1;13;0.75;4.08;1080.0;0.0;0.0;39.73519914025877;0.999999
1;0;5;0.35;27.48;6840.0;0.0;1.0;33.97167639424831;0.44996491200000005
1;0;8;0.8;25.9;10170.0;0.0;0.0;54.17391634517215;0.800128721
0;1;3;0.7;3.94;12000.0;0.0;0.0;79.18341061844652;0.460578704
0;1;2;0.8;3.94;1440.0;0.0;0.0;52.17272861837357;0.880530303
0;1;14;0.7;3.94;960.0;0.0;0.0;39.61396879446381;0.20315625
0;1;4;0.35;4.3;3600.0;0.0;0.0;68.28141100689307;0.9886363640000001
0;1;1;0.8;3.94;1200.0;0.0;0.0;49.56436779527018;0.962016667
0;1;1;0.65;3.94;3360.0;0.0;0.0;64.61837691247679;0.537919444
1;0;4;0.8;22.52;6900.0;0.0;0.0;30.69057040932887;0.9008
0;1;2;0.8;3.94;2160.0;0.0;0.0;51.98492417625034;0.912037037
0;1;10;0.7;3.94;1440.0;0.0;0.0;44.302387211948;0.235795455
1;0;9;0.5;29.12;10440.0;0.0;0.0;36.19912958705096;0.500547544
0;1;14;0.8;3.94;1440.0;0.0;0.0;43.6651707873642;0.20147727275
0;1;9;0.6;3.94;1440.0;0.0;0.0;56.82605702328899;0.261174242
0;1;9;0.8;3.94;1440.0;0.0;0.0;54.137625427744624;0.880530303
0;1;13;0.8;4.6;1080.0;0.0;0.0;34.1130002096147;0.999999
1;0;14;0.75;16.1;5400.0;0.0;1.0;32.91808877855155;0.18753518524999999
1;0;13;0.8;15.26;4080.0;0.0;0.0;56.99523363406904;0.999999
1;0;14;0.8;26.16;7080.0;0.0;0.0;41.135239894121405;0.20007966100000002
1;0;5;0.75;30.1;7020.0;0.0;0.0;58.267663432433935;0.750356125
0;1;7;0.7;4.15;1440.0;0.0;0.0;34.976035620688116;0.928680556
1;0;13;0.8;26.16;7080.0;0.0;0.0;45.62408722365847;0.999999
1;0;5;0.8;30.1;7140.0;0.0;0.0;45.593619857901025;0.800137255
0;1;9;0.8;3.94;1800.0;0.0;0.0;50.918187003621824;0.72830303
0;1;3;0.8;4.6;1800.0;0.0;0.0;54.49299892303367;0.810111111
0;1;14;0.8;3.94;2160.0;0.0;0.0;51.98492417625034;0.22800925925
1;0;6;0.8;11.61;5760.0;0.0;0.0;27.080733930275954;0.850410511
1;0;3;0.75;28.08;6900.0;0.0;0.0;17.78588233099731;0.753683478
0;1;11;0.8;4.15;1260.0;0.0;0.0;43.769881569773375;0.313852814
0;1;4;0.8;4.3;1440.0;0.0;0.0;65.77145978682628;0.8092361109999999
1;0;9;0.6;18.79;5400.0;0.0;1.0;49.589688703853845;0.329964879
0;1;4;0.75;5.13;1920.0;0.0;0.0;63.39363146324118;0.6840277779999999
1;0;4;0.75;26.82;7020.0;0.0;0.0;61.51607459320665;0.850446154
0;1;10;0.65;3.94;960.0;0.0;0.0;44.67180867601945;0.705916667
0;1;2;0.7;3.9;960.0;0.0;0.0;60.645408657445955;0.5565625
0;1;1;0.5;3.94;3360.0;0.0;0.0;34.176117419115926;0.768847222
0;1;14;0.8;3.94;1440.0;0.0;0.0;42.5294192199833;0.20520833324999999
1;0;3;0.7;30.1;8160.0;0.0;2.0;48.45356408692377;0.6265777779999999
0;1;14;0.8;3.94;1440.0;0.0;0.0;23.363278110876923;0.21136458325
0;1;6;0.35;2.9;1800.0;0.0;0.0;44.285197711697734;0.977555556
1;0;6;0.75;18.79;3960.0;0.0;0.0;27.308321394570456;0.75065101
1;0;12;0.8;11.61;4470.0;0.0;0.0;52.9095610571821;0.80007657
1;0;14;0.8;26.16;10620.0;0.0;0.0;54.99740136327752;0.21262557775
1;0;2;0.7;22.94;10170.0;0.0;0.0;58.11560377339936;0.750517565
0;1;9;0.8;3.94;960.0;0.0;0.0;31.084655036659466;0.6895
1;0;8;0.65;29.4;4560.0;30.0;2.0;54.17145615822225;0.25139925399999996
1;0;9;0.8;26.16;10620.0;0.0;0.0;60.64774893186788;0.8001171029999999
1;0;7;0.7;24.26;6960.0;0.0;0.0;47.269217994285206;0.7006120690000001
1;0;6;0.75;18.79;3960.0;0.0;1.0;51.26441149819347;0.75065101
0;1;10;0.8;3.94;960.0;0.0;0.0;50.788467207070134;0.64025
1;0;4;0.65;30.1;6780.0;0.0;1.0;63.09695249155559;0.568259587
0;1;2;0.8;3.94;2160.0;0.0;0.0;33.35345494977643;0.966759259
0;1;14;0.8;3.94;960.0;0.0;0.0;53.12909097488191;0.20110416675
1;0;11;0.7;11.41;3420.0;0.0;2.0;39.91882352739965;0.700614035
1;0;14;0.7;30.33;6840.0;0.0;1.0;55.123667348308;0.17515131574999998
1;0;4;0.7;30.1;7080.0;0.0;1.0;58.88521992719508;0.637711864
0;1;12;0.8;4.6;3780.0;0.0;0.0;37.21176531354084;0.636049383
1;0;4;0.8;30.1;7020.0;0.0;1.0;58.008431659363204;0.800094017
1;0;14;0.6;22.94;6570.0;0.0;0.0;45.86545747098876;0.192528495
0;1;10;0.8;3.94;1440.0;0.0;0.0;70.91914786357913;0.24625
0;1;9;0.8;3.94;960.0;0.0;0.0;64.03629551879402;0.7715833329999999
1;0;13;0.8;15.26;4080.0;0.0;0.0;81.11431647326046;0.999999
0;1;4;0.8;4.15;6600.0;0.0;0.0;39.032625064281895;0.9880246909999999
1;0;13;0.8;15.26;4080.0;0.0;0.0;78.04145617757405;0.999999
1;0;9;0.7;29.12;6960.0;0.0;0.0;46.54087835264377;0.700386207
1;0;6;0.8;11.61;6975.0;0.0;0.0;60.460293188609796;0.879714482
1;0;12;0.8;15.26;1700.0;0.0;0.0;52.70553828947072;0.800260821
1;0;3;0.8;29.4;4680.0;0.0;0.0;46.504432604183236;0.800149813
1;0;5;0.7;26.82;6960.0;0.0;1.0;52.68656183260084;0.700556897
1;0;12;0.8;15.26;4080.0;0.0;0.0;55.86807868452442;0.8004019609999999
0;1;6;0.8;2.9;1800.0;0.0;0.0;53.40839289166575;0.666515152
1;0;3;0.75;19.87;6600.0;0.0;0.0;21.725526039062082;0.75024303
1;0;1;0.75;26.82;7080.0;0.0;0.0;47.9779196595379;0.9000610170000001
1;0;13;0.8;15.26;4080.0;0.0;0.0;60.11895021364463;0.999999
1;0;14;0.8;22.52;0.0;0.0;0.0;46.953424241381775;0.2751209795
1;0;5;0.7;30.1;7500.0;0.0;0.0;36.75062866440352;0.545657673
1;0;5;0.75;30.1;7380.0;0.0;0.0;69.03048025792438;0.750406233
0;1;1;0.8;3.94;1440.0;0.0;0.0;59.86853160820627;0.936496212
1;0;11;0.7;14.89;10260.0;0.0;0.0;56.33305968735328;0.700170388
1;0;3;0.75;22.52;10260.0;0.0;0.0;53.47496193626463;0.80035194
1;0;13;0.75;15.26;4200.0;0.0;0.0;52.92378558119498;0.999999
0;1;7;0.8;2.9;960.0;0.0;0.0;40.909732169849356;0.667604167
0;1;7;0.8;2.9;1440.0;0.0;0.0;63.662155734152044;0.689299242
1;0;14;0.75;28.08;6900.0;0.0;0.0;55.567738469748086;0.18760695649999998
1;0;6;0.8;25.9;6720.0;0.0;0.0;22.67566790482609;0.800125
1;0;14;0.8;22.52;6960.0;0.0;0.0;47.78827021301075;0.23749540225000002
1;0;3;0.8;30.1;5160.0;0.0;1.0;44.16246424056635;0.800842424
1;0;11;0.8;31.83;9900.0;0.0;0.0;64.60023377375694;0.412119835
0;1;1;0.8;3.94;1440.0;0.0;0.0;42.79321908252903;0.9476893940000001
1;0;13;0.8;15.26;4080.0;0.0;0.0;44.14915481146285;0.999999
0;1;13;0.8;5.13;2400.0;0.0;0.0;63.95633497144615;0.999999
1;0;14;0.7;26.82;8160.0;0.0;0.0;26.22783459539662;0.21251125
1;0;5;0.6;30.1;6960.0;0.0;0.0;59.04217136419403;0.415172414
1;0;11;0.75;10.05;3240.0;0.0;0.0;62.05226650046172;0.750027778
1;0;10;0.65;22.52;9720.0;0.0;0.0;50.67326021824657;0.650198653
1;0;10;0.75;28.08;10530.0;0.0;0.0;48.10684100026242;0.8
0;1;14;0.8;3.94;1440.0;0.0;0.0;48.55941464561201;0.23878787875
0;1;6;0.75;2.9;960.0;0.0;0.0;55.07595382346694;0.41083333299999997
1;0;10;0.7;21.82;6000.0;0.0;0.0;57.68117671383514;0.700422
1;0;4;0.7;26.82;6960.0;0.0;0.0;50.003509940676814;0.799975862
0;1;2;0.7;3.9;960.0;0.0;0.0;44.14339247343555;0.5565625
1;0;9;0.65;29.12;10440.0;0.0;0.0;48.03096869920156;0.650407524
1;0;5;0.6;27.48;6720.0;0.0;0.0;57.53474958676147;0.7074464290000001
0;1;7;0.5;3.9;960.0;0.0;0.0;47.08984128574951;0.560625
1;0;14;0.8;22.94;7020.0;0.0;0.0;46.72927412417288;0.25015056975
0;1;8;0.7;4.15;960.0;0.0;0.0;44.27957640708414;0.725625
1;0;5;0.8;30.1;0.0;0.0;0.0;57.89401006005236;0.800980392
1;0;7;0.35;30.1;6960.0;0.0;1.0;59.97565025728368;0.350301724
0;1;1;0.8;3.94;960.0;0.0;0.0;75.37487929403783;0.915229167
1;0;1;0.8;22.52;0.0;0.0;0.0;23.357036539391483;0.90047076
1;0;5;0.75;30.1;7140.0;0.0;0.0;54.933519294048615;0.7503921570000001
1;0;4;0.75;30.1;7140.0;0.0;1.0;33.62226449011179;0.7503921570000001
0;1;6;0.6;2.9;960.0;0.0;0.0;19.012286382650192;0.271875
0;1;12;0.8;4.08;1080.0;0.0;0.0;26.76350003903655;0.838666667
1;0;8;0.8;25.9;10170.0;0.0;0.0;62.58422979024538;0.850136766
0;1;4;0.75;3.94;960.0;0.0;0.0;35.21507572239598;0.881575
0;1;8;0.8;4.6;2640.0;0.0;0.0;55.98802517383372;0.980984848
0;1;4;0.8;3.94;6000.0;0.0;0.0;46.65513647969083;0.911589744
0;1;12;0.8;4.6;1080.0;0.0;0.0;52.32815536933474;0.868888889
0;1;14;0.75;3.94;960.0;0.0;0.0;59.409965754574046;0.22018854175
1;0;5;0.8;30.1;5700.0;25.0;0.0;34.870661799764164;0.307501459
1;0;5;0.6;20.4;10440.0;0.0;0.0;44.830823501709936;0.6000626960000001
1;0;7;0.8;25.9;10170.0;0.0;0.0;57.62197583102484;0.850136766
0;1;7;0.7;5.13;1200.0;0.0;0.0;48.08119327337363;0.91375
1;0;2;0.65;22.94;10170.0;0.0;0.0;43.87109333390332;0.6502434970000001
0;1;3;0.75;4.15;1440.0;0.0;0.0;42.271558131241854;0.93532197
0;1;3;0.8;4.6;10500.0;0.0;0.0;32.00917176621502;0.936355556
0;1;1;0.7;3.94;3360.0;0.0;0.0;43.68889293960985;0.555430556
1;0;12;0.8;15.26;4080.0;0.0;0.0;40.32410270735624;0.8004019609999999
0;1;6;0.5;2.9;960.0;0.0;0.0;12.423236196791194;0.7975
1;0;14;0.7;16.1;4800.0;0.0;1.0;56.922899661851964;0.17502651525
1;0;12;0.5;15.26;3720.0;0.0;0.0;48.483546061354645;0.5002904189999999
1;0;13;0.75;15.26;1440.0;0.0;0.0;75.62859191430601;0.999999
1;0;6;0.8;11.41;5670.0;0.0;0.0;63.35332568617075;0.800181818
1;0;8;0.7;30.1;5160.0;0.0;1.0;53.76877128352836;0.700206125
0;1;9;0.8;3.94;1440.0;0.0;0.0;32.64383029617488;0.8581439390000001
1;0;11;0.35;11.41;3240.0;0.0;1.0;71.17668744073461;0.507903226
1;0;9;0.75;18.79;5040.0;0.0;0.0;27.198188806994747;0.750347333
1;0;13;0.8;15.26;4080.0;0.0;0.0;72.38474276016288;0.999999
1;0;6;0.75;18.79;3960.0;0.0;0.0;53.93714467393195;0.332146465
1;0;5;0.8;30.1;7140.0;0.0;0.0;54.73019264550043;0.800137255
1;0;7;0.8;30.1;3960.0;0.0;0.0;66.59041185570102;0.8000557620000001
1;0;10;0.75;22.52;10080.0;0.0;0.0;67.14341974690325;0.800020563
0;1;4;0.8;4.3;1440.0;0.0;0.0;36.320208425049486;0.940625
1;0;12;0.8;15.26;1080.0;0.0;0.0;67.41771150649933;0.8007114940000001
0;1;5;0.65;4.15;1440.0;0.0;0.0;50.053287511459146;0.809564394
0;1;13;0.8;4.08;1080.0;0.0;0.0;26.76350003903655;0.999999
1;0;14;0.65;30.33;6840.0;0.0;1.0;67.35265424516474;0.14632894725
0;1;9;0.8;3.94;1440.0;0.0;0.0;40.419794001586375;0.8581439390000001
1;0;12;0.8;11.61;5670.0;0.0;0.0;49.000236949195475;0.8002467529999999
0;1;1;0.8;3.94;1200.0;0.0;0.0;64.05404595267834;0.893066667
0;1;14;0.8;3.94;1260.0;0.0;0.0;46.971363147273365;0.06182900425
0;1;12;0.6;4.08;5400.0;0.0;0.0;51.19599868379412;0.327407407
0;1;3;0.8;4.6;10080.0;0.0;0.0;55.3199785528115;0.86037037
1;0;9;0.8;29.12;6960.0;0.0;0.0;55.31526787725772;0.497885057
0;1;12;0.8;4.6;1080.0;0.0;0.0;31.50766906378867;0.868888889
0;1;4;0.8;4.3;1440.0;0.0;0.0;45.47098219311425;0.7226388890000001
0;1;14;0.5;3.94;3360.0;0.0;0.0;34.176117419115926;0.1922118055
0;1;13;0.8;4.6;2160.0;0.0;0.0;43.36380532137775;0.999999
0;1;9;0.75;2.9;0.0;0.0;0.0;53.83439406449773;0.841
0;1;13;0.8;4.6;1800.0;0.0;0.0;41.476750990075026;0.999999
0;1;8;0.75;2.9;960.0;0.0;0.0;52.91732413449199;0.676666667
1;0;5;0.7;30.1;7020.0;0.0;0.0;53.33032869302735;0.700618234
1;0;12;0.8;11.61;4710.0;0.0;0.0;59.29427508983834;0.800346445
1;0;1;0.8;22.52;3600.0;0.0;0.0;53.79007602050877;0.9005090440000001
1;0;1;0.6;26.66;6840.0;0.0;0.0;77.67328531317834;0.700019883
1;0;10;0.8;22.52;6000.0;0.0;0.0;49.31937302763928;0.441392
